run_ts,timeframe,days,rsi_period,symbol,variant,rsi_buy,rsi_sell,trend_ma,vol_mult,trail_pct,htf_ma,htf_timeframe,trades,win_rate,return_pct,buyhold_pct
2026-07-12T07:58:44+00:00,1Hour,365,14,GLD,Band + vol + MA200,55,45,200,1.5,0,0,,23,47.83,29.55,21.83
2026-07-12T07:58:44+00:00,1Hour,365,14,GLD,RSI 50 + trail 8%,50.0,50.0,0,0,8,0,,226,21.68,8.77,21.83
2026-07-12T07:58:44+00:00,1Hour,365,14,GLD,Band + trail 8%,55,45,0,0,8,0,,75,34.67,18.04,21.83
2026-07-12T07:58:44+00:00,1Hour,365,14,GLD,Band + 1h MA50,55,45,0,0,0,50,1Hour,62,38.71,21.81,21.83
2026-07-12T07:58:44+00:00,1Hour,365,14,GLD,Band + MA200 + 1h MA50,55,45,200,0,0,50,1Hour,42,40.48,16.41,21.83
2026-07-12T07:58:44+00:00,1Hour,365,14,GLD,Band+vol+MA200+1h MA50,55,45,200,1.5,0,50,1Hour,22,45.45,28.18,21.83
2026-07-12T07:58:44+00:00,1Hour,365,14,IWM,active settings,55.0,45.0,200,1.5,0.0,0,,47,29.79,-7.87,33.97
2026-07-12T07:58:44+00:00,1Hour,365,14,IWM,RSI 50 cross,50.0,50.0,0,0,0,0,,203,26.6,5.68,33.97
2026-07-12T07:58:44+00:00,1Hour,365,14,IWM,Band 55/45,55,45,0,0,0,0,,97,31.96,-3.27,33.97
2026-07-12T07:58:44+00:00,1Hour,365,14,IWM,RSI 50 + MA200,50.0,50.0,200,0,0,0,,127,25.2,-1.34,33.97
2026-07-12T07:58:44+00:00,1Hour,365,14,IWM,RSI 50 + vol x1.5,50.0,50.0,0,1.5,0,0,,86,30.23,0.38,33.97
2026-07-12T07:58:44+00:00,1Hour,365,14,IWM,Band + vol x1.5,55,45,0,1.5,0,0,,66,31.82,-7.98,33.97
2026-07-12T07:58:44+00:00,1Hour,365,14,IWM,Band + vol + MA200,55,45,200,1.5,0,0,,47,29.79,-7.87,33.97
2026-07-12T07:58:44+00:00,1Hour,365,14,IWM,RSI 50 + trail 8%,50.0,50.0,0,0,8,0,,203,26.6,5.68,33.97
2026-07-12T07:58:44+00:00,1Hour,365,14,IWM,Band + trail 8%,55,45,0,0,8,0,,97,31.96,-3.27,33.97
2026-07-12T07:58:44+00:00,1Hour,365,14,IWM,Band + 1h MA50,55,45,0,0,0,50,1Hour,84,32.14,1.24,33.97
2026-07-12T07:58:44+00:00,1Hour,365,14,IWM,Band + MA200 + 1h MA50,55,45,200,0,0,50,1Hour,65,30.77,-7.37,33.97
2026-07-12T07:58:44+00:00,1Hour,365,14,IWM,Band+vol+MA200+1h MA50,55,45,200,1.5,0,50,1Hour,43,32.56,-4.73,33.97
2026-07-12T07:58:44+00:00,1Hour,365,14,SPY,active settings,55.0,45.0,200,1.5,0.0,0,,35,42.86,6.43,21.42
2026-07-12T07:58:44+00:00,1Hour,365,14,SPY,RSI 50 cross,50.0,50.0,0,0,0,0,,203,26.11,6.4,21.42
2026-07-12T07:58:44+00:00,1Hour,365,14,SPY,Band 55/45,55,45,0,0,0,0,,79,41.77,10.8,21.42
2026-07-12T07:58:44+00:00,1Hour,365,14,SPY,RSI 50 + MA200,50.0,50.0,200,0,0,0,,126,26.19,3.01,21.42
2026-07-12T07:58:44+00:00,1Hour,365,14,SPY,RSI 50 + vol x1.5,50.0,50.0,0,1.5,0,0,,78,37.18,12.07,21.42
2026-07-12T07:58:44+00:00,1Hour,365,14,SPY,Band + vol x1.5,55,45,0,1.5,0,0,,53,41.51,8.31,21.42
2026-07-12T07:58:44+00:00,1Hour,365,14,SPY,Band + vol + MA200,55,45,200,1.5,0,0,,35,42.86,6.43,21.42
2026-07-12T07:58:44+00:00,1Hour,365,14,SPY,RSI 50 + trail 8%,50.0,50.0,0,0,8,0,,203,26.11,6.4,21.42
2026-07-12T07:58:44+00:00,1Hour,365,14,SPY,Band + trail 8%,55,45,0,0,8,0,,79,41.77,10.8,21.42
2026-07-12T07:58:44+00:00,1Hour,365,14,SPY,Band + 1h MA50,55,45,0,0,0,50,1Hour,69,42.03,6.34,21.42
2026-07-12T07:58:44+00:00,1Hour,365,14,SPY,Band + MA200 + 1h MA50,55,45,200,0,0,50,1Hour,49,38.78,1.83,21.42
2026-07-12T07:58:44+00:00,1Hour,365,14,SPY,Band+vol+MA200+1h MA50,55,45,200,1.5,0,50,1Hour,33,42.42,5.91,21.42
2026-07-12T07:59:01+00:00,1Day,1095,14,QQQ,active settings,55.0,40.0,50,0.0,0.0,0,,10,50.0,37.71,91.39
2026-07-12T07:59:01+00:00,1Day,1095,14,QQQ,RSI 50 cross,50.0,50.0,0,0,0,0,,40,40.0,55.47,91.39
2026-07-12T07:59:01+00:00,1Day,1095,14,QQQ,Band 55/45,55,45,0,0,0,0,,16,43.75,51.33,91.39
2026-07-12T07:59:01+00:00,1Day,1095,14,QQQ,RSI 50 + MA200,50.0,50.0,200,0,0,0,,31,38.71,17.32,91.39
2026-07-12T07:59:01+00:00,1Day,1095,14,QQQ,RSI 50 + vol x1.5,50.0,50.0,0,1.5,0,0,,3,33.33,1.84,91.39
2026-07-12T07:59:01+00:00,1Day,1095,14,QQQ,Band + vol x1.5,55,45,0,1.5,0,0,,1,100.0,1.02,91.39
2026-07-12T07:59:01+00:00,1Day,1095,14,QQQ,Band + vol + MA200,55,45,200,1.5,0,0,,1,100.0,1.02,91.39
2026-07-12T07:59:01+00:00,1Day,1095,14,QQQ,RSI 50 + trail 8%,50.0,50.0,0,0,8,0,,40,40.0,55.47,91.39
2026-07-12T07:59:01+00:00,1Day,1095,14,QQQ,Band + trail 8%,55,45,0,0,8,0,,16,43.75,51.33,91.39
2026-07-12T07:59:01+00:00,1Day,1095,14,GLD,active settings,55.0,40.0,50,0.0,0.0,0,,4,100.0,117.8,107.8
2026-07-12T07:59:01+00:00,1Day,1095,14,GLD,RSI 50 cross,50.0,50.0,0,0,0,0,,41,34.15,56.2,107.8
2026-07-12T07:59:01+00:00,1Day,1095,14,GLD,Band 55/45,55,45,0,0,0,0,,12,50.0,82.74,107.8
2026-07-12T07:59:01+00:00,1Day,1095,14,GLD,RSI 50 + MA200,50.0,50.0,200,0,0,0,,30,33.33,43.01,107.8
2026-07-12T07:59:01+00:00,1Day,1095,14,GLD,RSI 50 + vol x1.5,50.0,50.0,0,1.5,0,0,,3,66.67,5.01,107.8
2026-07-12T07:59:01+00:00,1Day,1095,14,GLD,Band + vol x1.5,55,45,0,1.5,0,0,,4,75.0,16.75,107.8
2026-07-12T07:59:01+00:00,1Day,1095,14,GLD,Band + vol + MA200,55,45,200,1.5,0,0,,2,100.0,16.16,107.8
2026-07-12T07:59:01+00:00,1Day,1095,14,GLD,RSI 50 + trail 8%,50.0,50.0,0,0,8,0,,41,34.15,63.89,107.8
2026-07-12T07:59:01+00:00,1Day,1095,14,GLD,Band + trail 8%,55,45,0,0,8,0,,14,50.0,73.26,107.8
2026-07-12T07:59:01+00:00,1Day,1095,14,IWM,active settings,55.0,40.0,50,0.0,0.0,0,,7,71.43,44.16,54.54
2026-07-12T07:59:01+00:00,1Day,1095,14,IWM,RSI 50 cross,50.0,50.0,0,0,0,0,,44,31.82,18.23,54.54
2026-07-12T07:59:01+00:00,1Day,1095,14,IWM,Band 55/45,55,45,0,0,0,0,,15,53.33,24.32,54.54
2026-07-12T07:59:01+00:00,1Day,1095,14,IWM,RSI 50 + MA200,50.0,50.0,200,0,0,0,,34,29.41,6.01,54.54
2026-07-12T07:59:01+00:00,1Day,1095,14,IWM,RSI 50 + vol x1.5,50.0,50.0,0,1.5,0,0,,2,50.0,7.12,54.54
2026-07-12T07:59:01+00:00,1Day,1095,14,IWM,Band + vol x1.5,55,45,0,1.5,0,0,,2,50.0,5.08,54.54
2026-07-12T07:59:01+00:00,1Day,1095,14,IWM,Band + vol + MA200,55,45,200,1.5,0,0,,1,0.0,-0.93,54.54
2026-07-12T07:59:01+00:00,1Day,1095,14,IWM,RSI 50 + trail 8%,50.0,50.0,0,0,8,0,,44,31.82,18.23,54.54
2026-07-12T07:59:01+00:00,1Day,1095,14,IWM,Band + trail 8%,55,45,0,0,8,0,,15,53.33,24.32,54.54
2026-07-12T07:59:01+00:00,1Day,1095,14,SPY,active settings,55.0,40.0,50,0.0,0.0,0,,8,62.5,58.96,68.04
2026-07-12T07:59:01+00:00,1Day,1095,14,SPY,RSI 50 cross,50.0,50.0,0,0,0,0,,34,35.29,43.43,68.04
2026-07-12T07:59:01+00:00,1Day,1095,14,SPY,Band 55/45,55,45,0,0,0,0,,17,35.29,28.72,68.04
2026-07-12T07:59:01+00:00,1Day,1095,14,SPY,RSI 50 + MA200,50.0,50.0,200,0,0,0,,25,36.0,12.27,68.04
2026-07-12T07:59:01+00:00,1Day,1095,14,SPY,RSI 50 + vol x1.5,50.0,50.0,0,1.5,0,0,,2,50.0,1.78,68.04
2026-07-12T07:59:01+00:00,1Day,1095,14,SPY,Band + vol x1.5,55,45,0,1.5,0,0,,2,50.0,1.6,68.04
2026-07-12T07:59:01+00:00,1Day,1095,14,SPY,Band + vol + MA200,55,45,200,1.5,0,0,,2,50.0,1.6,68.04
2026-07-12T07:59:01+00:00,1Day,1095,14,SPY,RSI 50 + trail 8%,50.0,50.0,0,0,8,0,,34,35.29,43.43,68.04
2026-07-12T07:59:01+00:00,1Day,1095,14,SPY,Band + trail 8%,55,45,0,0,8,0,,17,35.29,28.72,68.04
2026-07-12T08:00:01+00:00,1Day,1095,14,QQQ,active settings,55.0,40.0,50,0.0,0.0,0,,9,55.56,44.61,94.73
2026-07-12T08:00:01+00:00,1Day,1095,14,QQQ,RSI 50 cross,50.0,50.0,0,0,0,0,,41,36.59,61.41,94.73
2026-07-12T08:00:01+00:00,1Day,1095,14,QQQ,Band 55/45,55,45,0,0,0,0,,17,41.18,50.66,94.73
2026-07-12T08:00:01+00:00,1Day,1095,14,QQQ,RSI 50 + MA200,50.0,50.0,200,0,0,0,,31,35.48,21.15,94.73
2026-07-12T08:00:01+00:00,1Day,1095,14,QQQ,RSI 50 + vol x1.5,50.0,50.0,0,1.5,0,0,,3,33.33,2.57,94.73
2026-07-12T08:00:01+00:00,1Day,1095,14,QQQ,Band + vol x1.5,55,45,0,1.5,0,0,,1,100.0,1.28,94.73
2026-07-12T08:00:01+00:00,1Day,1095,14,QQQ,Band + vol + MA200,55,45,200,1.5,0,0,,1,100.0,1.28,94.73
2026-07-12T08:00:01+00:00,1Day,1095,14,QQQ,RSI 50 + trail 8%,50.0,50.0,0,0,8,0,,41,36.59,61.41,94.73
2026-07-12T08:00:01+00:00,1Day,1095,14,QQQ,Band + trail 8%,55,45,0,0,8,0,,17,41.18,50.66,94.73
2026-07-12T08:00:01+00:00,1Day,1095,14,GLD,active settings,55.0,40.0,50,0.0,0.0,0,,4,100.0,118.67,107.8
2026-07-12T08:00:01+00:00,1Day,1095,14,GLD,RSI 50 cross,50.0,50.0,0,0,0,0,,41,36.59,62.74,107.8
2026-07-12T08:00:01+00:00,1Day,1095,14,GLD,Band 55/45,55,45,0,0,0,0,,12,50.0,84.95,107.8
2026-07-12T08:00:01+00:00,1Day,1095,14,GLD,RSI 50 + MA200,50.0,50.0,200,0,0,0,,30,36.67,47.37,107.8
2026-07-12T08:00:01+00:00,1Day,1095,14,GLD,RSI 50 + vol x1.5,50.0,50.0,0,1.5,0,0,,3,66.67,5.33,107.8
2026-07-12T08:00:01+00:00,1Day,1095,14,GLD,Band + vol x1.5,55,45,0,1.5,0,0,,4,75.0,17.22,107.8
2026-07-12T08:00:01+00:00,1Day,1095,14,GLD,Band + vol + MA200,55,45,200,1.5,0,0,,2,100.0,16.39,107.8
2026-07-12T08:00:01+00:00,1Day,1095,14,GLD,RSI 50 + trail 8%,50.0,50.0,0,0,8,0,,41,36.59,70.75,107.8
2026-07-12T08:00:01+00:00,1Day,1095,14,GLD,Band + trail 8%,55,45,0,0,8,0,,14,50.0,75.71,107.8
2026-07-12T08:00:01+00:00,1Day,1095,14,IWM,active settings,55.0,40.0,50,0.0,0.0,0,,7,71.43,49.1,60.11
2026-07-12T08:00:01+00:00,1Day,1095,14,IWM,RSI 50 cross,50.0,50.0,0,0,0,0,,44,34.09,25.37,60.11
2026-07-12T08:00:01+00:00,1Day,1095,14,IWM,Band 55/45,55,45,0,0,0,0,,15,53.33,29.26,60.11
2026-07-12T08:00:01+00:00,1Day,1095,14,IWM,RSI 50 + MA200,50.0,50.0,200,0,0,0,,34,32.35,11.07,60.11
2026-07-12T08:00:01+00:00,1Day,1095,14,IWM,RSI 50 + vol x1.5,50.0,50.0,0,1.5,0,0,,2,50.0,6.38,60.11
2026-07-12T08:00:01+00:00,1Day,1095,14,IWM,Band + vol x1.5,55,45,0,1.5,0,0,,2,50.0,5.67,60.11
2026-07-12T08:00:01+00:00,1Day,1095,14,IWM,Band + vol + MA200,55,45,200,1.5,0,0,,1,0.0,-0.84,60.11
2026-07-12T08:00:01+00:00,1Day,1095,14,IWM,RSI 50 + trail 8%,50.0,50.0,0,0,8,0,,44,34.09,25.37,60.11
2026-07-12T08:00:01+00:00,1Day,1095,14,IWM,Band + trail 8%,55,45,0,0,8,0,,15,53.33,29.26,60.11
2026-07-12T08:00:01+00:00,1Day,1095,14,SPY,active settings,55.0,40.0,50,0.0,0.0,0,,9,55.56,58.56,74.43
2026-07-12T08:00:01+00:00,1Day,1095,14,SPY,RSI 50 cross,50.0,50.0,0,0,0,0,,33,36.36,52.94,74.43
2026-07-12T08:00:01+00:00,1Day,1095,14,SPY,Band 55/45,55,45,0,0,0,0,,18,33.33,30.49,74.43
2026-07-12T08:00:01+00:00,1Day,1095,14,SPY,RSI 50 + MA200,50.0,50.0,200,0,0,0,,24,37.5,17.04,74.43
2026-07-12T08:00:01+00:00,1Day,1095,14,SPY,RSI 50 + vol x1.5,50.0,50.0,0,1.5,0,0,,2,50.0,2.56,74.43
2026-07-12T08:00:01+00:00,1Day,1095,14,SPY,Band + vol x1.5,55,45,0,1.5,0,0,,3,33.33,-0.3,74.43
2026-07-12T08:00:01+00:00,1Day,1095,14,SPY,Band + vol + MA200,55,45,200,1.5,0,0,,3,33.33,-0.3,74.43
2026-07-12T08:00:01+00:00,1Day,1095,14,SPY,RSI 50 + trail 8%,50.0,50.0,0,0,8,0,,33,36.36,52.94,74.43
2026-07-12T08:00:01+00:00,1Day,1095,14,SPY,Band + trail 8%,55,45,0,0,8,0,,18,33.33,30.49,74.43
2026-07-12T08:00:50+00:00,1Day,1095,14,PORTFOLIO,"portfolio 25% of equity, 5bps",55.0,40.0,50,0.0,0.0,0,,26,61.54,66.05,84.17
